store_name,mall,owner_group,unit,level,scope_of_business,raw_category,subcategory,is_fnb,is_halal,description,website,source
OWNDAYS,Tiong Bahru Plaza,Frasers Property,#01-117,Level 1,Beauty & Wellness,Optical,,False,False,"Leading Japanese eyewear brand OWNDAYS is committed to offering high-quality, fashionable eyewear at affordable prices. With a vast selection of over 1,500 stylish options starting from $98, our glasses can be ready for you in just 20 minutes upon payment.",https://www.owndays.com/sg/en,frasers-storesearch
Paris Baguette,Tiong Bahru Plaza,Frasers Property,#01-148,Level 1,Food & Beverage,Food & Restaurants,,True,True,"Born from a love of bread and a passion for quality, Paris Baguette is an international, fast-casual bakery founded in 1988 specialized in French-inspired baked goods offering chef-inspired cakes, pastries, freshly made sandwiches and salads with signature coffee and tea. Paris Baguette aims to offer a unique experience to thousands of guests daily.",https://www.parisbaguette.com.sg/,frasers-storesearch
PastaGo,Tiong Bahru Plaza,Frasers Property,#B1-123,Basement 1,Food & Beverage,Food & Restaurants,,True,True,"Launched in 2022, PastaGo is a takeaway kiosk that serves our very own in-house-made pasta. Different from the usual dried pasta that is commonly found, fresh pasta is silky, smooth, and springy to taste. PastaGo pasta is freshly made from scratch, giving it a silky and velvety texture. Each shape is thoughtfully selected so as to hold the ideal amount of sauce and to provide the best mouthfeel.",https://www.pastago.sg/,frasers-storesearch
Pixie Nail Spa,Tiong Bahru Plaza,Frasers Property,#02-121,Level 2,Beauty & Wellness,Hair & Beauty,,False,False,"Expect a leisure pedicure and manicure spa or simply an afternoon of escape to beautify your nails with exceptional customer service and high standards of hygiene practices in a relaxing ambience of cosiness. Complementing soothing music and a variety of treatment options, this is a perfect venue for an affordable indulgence. Not only can you beautify your nails, but you can also leave your eyelashes, eyebrows, lips, and many more to us! A salient feature of Pixie Nail Spa is never compromising on hygiene practices. All equipment used is sanitised, placed in a sanitising pouch, and subsequently kept in a UV Steriliser before being used on our clients. Our experienced manicurists are trained with our standard operating procedures and sent to specific courses to ensure that they are competent before being assigned to meet our clients’ nail spa treatment requirements.",https://www.pixienailspagroup.com/,frasers-storesearch
Pizza Hut,Tiong Bahru Plaza,Frasers Property,#02-119,Level 2,Food & Beverage,Food & Restaurants,,True,True,"Home of the Original Pan Pizza, Pizza Hut Singapore is now the largest pizza chain restaurant in Singapore with 77 outlets. Started in 1981 with our first Singapore outlet in Jalan Jelita, we have an unmatched passion for and celebration of our pizzas. We aim to deliver not just a wide array of pizzas, pastas and other quality foods that are always fresh, but also a casual atmosphere that is fun and friendly. All these without compromising what good restaurants have always stood for, service and customer satisfaction.",https://www.pizzahut.com.sg/home,frasers-storesearch
PlayMade,Tiong Bahru Plaza,Frasers Property,#01-154,Level 1,Food & Beverage,Food & Restaurants,,True,False,"PlayMade has captivated the hearts of tea enthusiasts with our commitment to using only the freshest ingredients. Our handcrafted bubble tea has become a beloved destination for those seeking imaginative and flavourful tea creations. Without the use of additives or preservatives, our bobas exemplify freshness. The result? Bobas that are not only delicious but also healthier, offering a delightful bounce and exceptional flavour.",https://www.playmade.com/,frasers-storesearch
Poh Heng Jewellery,Tiong Bahru Plaza,Frasers Property,#01-139,Level 1,Jewellery & Watches,Jewellery & Watches,,False,False,"Since 1948, every piece of jewellery from Poh Heng has been crafted with passion, utilizing only the finest gold, diamonds, and gems. Our Trust® diamonds are specifically curated for the perfect proposal, while our legendary Si Dian Jin Collection is celebrated for its value and versatility in 22K and 24K yellow gold. Be sure to explore our modern Freestyle collection and timeless Classic pieces—it's easy to fall in love with jewellery from Poh Heng.",,frasers-storesearch
Polar Puffs & Cakes,Tiong Bahru Plaza,Frasers Property,#B1-K10,Basement 1,Food & Beverage,Food & Restaurants,,True,True,Polar prides itself for its long and rich heritage as a three-generation-old family business that has been faithfully serving consistent quality products to its customers since 1926.,https://polarpuffs-cakes.com/,frasers-storesearch
POPPIN Marketplace,Tiong Bahru Plaza,Frasers Property,#01-140,Level 1,"Hobbies, Leisure & Entertainment",Gifts,,False,False,"Poppin Marketplace is a vibrant pop-up destination featuring trendy local brands, unique finds, and rotating concepts, offering shoppers fresh discoveries, creative experiences, and exciting lifestyle offerings.",,frasers-storesearch
POPULAR Bookstore,Tiong Bahru Plaza,Frasers Property,#02-115A,Level 2,Books & Stationery,Books & Stationery,,False,False,"The POPULAR Bookstore is a one-stop retail hub that provides a comprehensive range of merchandise that includes books, stationery, multimedia, music and audio-visual products.",,frasers-storesearch
POSB Bank,Tiong Bahru Plaza,Frasers Property,#01-123/124,Level 1,Services,Bank & Money Changer,,False,False,"POSB's first priority is helping you and your family save for the future. Join their community, share your journey with them, because ""we’re neighbours first, bankers second.""",https://www.posb.com.sg,frasers-storesearch
PUTIEN MAMA,Tiong Bahru Plaza,Frasers Property,#02-114,Level 2,Food & Beverage,Food & Restaurants,,True,False,"PUTIEN MAMA welcomes you with a selection of PUTIEN favourites at everyday locations and prices. Just as mamas are the heartbeat of every family, we care for you with comfort food made from fresh, best-quality ingredients. From savoury, flavourful lor mee to our signature bee hoon made with fine, translucent vermicelli, authentic Heng Hwa recipes are served fresh, hot, and fast with a mama’s touch.",,frasers-storesearch
QB House,Tiong Bahru Plaza,Frasers Property,#B1-107,Basement 1,Beauty & Wellness,Hair & Beauty,,False,False,"QB HOUSE is the pioneer in quick-cut from Japan, founded in 1995. They made their name in Singapore and became known for giving quick, efficient haircuts in 2005. QB House's mission is to provide the value of “Time”. They do not provide shampooing, coloring or perming services. Their original air vacuum washer is used to replace shampooing, which is highly efficient and time saving. QB House aim to save our customers’ time such that they can enjoy more of their private time.",https://www.qbhouse.sg/,frasers-storesearch
Ramen Hitoyoshi,Tiong Bahru Plaza,Frasers Property,#02-138,Level 2,Food & Beverage,Food & Restaurants,,True,False,"Ramen Hitoyoshi specializes in serving one of the world’s most popular dishes, Tonkotsu Ramen. Tonkotsu Ramen comes with a rich and thick broth, coupled with home-made Chashu, noodles, Ajitama (flavoured egg), and other fresh ingredients, making it flavourful and extremely palatable.",https://hitoyoshigroup.com/brand/ramen-hitoyoshi/,frasers-storesearch
Royce Dental Centre,Tiong Bahru Plaza,Frasers Property,#01-162/163/164,Level 1,Health & Pharmacy,Pharmacy & Healthcare,,False,False,Royce Dental Centre (Tiong Bahru Plaza) specialises in transforming smiles through quality dental care. Our clinic is designed to provide a comfortable experience for those seeking treatments ranging from braces to Invisalign and general dentistry for families. Our Orthodontic and Aligner team is trained to manage complex adult complications. We focus on delivering tailored treatment plans designed specifically to cater to your needs.,https://www.roycedental.com.sg/,frasers-storesearch
rumeL,Tiong Bahru Plaza,Frasers Property,#01-107,Level 1,Food & Beverage,Food & Restaurants,,True,False,"rumeL at Tiong Bahru Plaza is a casual, family-friendly dining spot designed for everyday enjoyment. Our concept focuses on freshly made, flavourful handmade sourdough Neapolitan pizza, crafted with naturally fermented sourdough and cooked à la minute for the best texture and taste. We also offer specialty coffee, tea lattes, seasonal beverages, and gelato from Vanda Gelato, perfect for sharing with family and friends.",https://www.rumel.co/,frasers-storesearch
Safewell,Tiong Bahru Plaza,Frasers Property,#02-131,Level 2,Home & Living,"Furniture, Furnishings and Household",,False,False,"Established in 1998, Safewell (formerly Savco) is a leading specialist in safe box, jewellery box and watch winder business in Singapore, that provides families with security and peace of mind that will last for generations to come. Officially a part of the international conglomerate Safewell Group since 2017, Safewell has a wide distribution network of retail outlets all over Singapore and across the globe. With retail and manufacturing operations in many countries such as China, Hong Kong, Macao, Australia, USA, Malaysia, Vietnam, Indonesia, Dubai, France, United Kingdom, Germany, Safewell is your trusted brand for the safekeeping of your valuable items.",https://www.safewell.sg/,frasers-storesearch
Sakon Thai Village,Tiong Bahru Plaza,Frasers Property,#02-135,Level 2,Food & Beverage,Food & Restaurants,,True,True,Sakon Thai served Authentic Thai Foods with light customization to suit the local taste. The food concept is a combination of flavors from original Sakon Town located in Northeast of Thailand and the Gau Yuak Temple in Chiang Mai . The founder has been a regular donor to the temple and have stayed there for a period of time. He was so impressed by the dishes cook by the local for the temple visitors and have since brought these special flavors to Singapore in 2008 opening the first Sakon Thai in Serangoon North. Today if you visit Sakon Thai you can taste these special recipe in the dishes like the Fried Fish Red & Green Sauce and the Sambal fried kanggong.,,frasers-storesearch
